p.value	p.adjust	chi_square_statistic	Gene	n_cond1	n_cond2	n_samples_cond1	n_samples_cond2	n_possible_sites_cond1	n_possible_sites_cond2	p.adjust2
0.000183939	0.001228994	13.98843067	BTBD7	2	14	12	8	156	104	0.532941773
0.000190432	0.001270352	13.92321654	CELF1	2	14	12	8	168	112	0.541169977
0.000198402	0.001319329	13.84615385	CENPP	1	12	12	8	96	64	0.560714751
0.000198402	0.001319329	13.84615385	CHD9	1	12	12	8	96	64	0.560714751
0.000208821	0.001375529	13.75	TOR1AIP2	0	10	12	8	72	48	0.581848891
0.000208821	0.001375529	13.75	HNRNPM	0	10	12	8	72	48	0.581848891
0.000208821	0.001375529	13.75	ACER3	0	10	12	8	72	48	0.581848891
0.000208821	0.001375529	13.75	NMNAT1	0	10	12	8	72	48	0.581848891
0.000208821	0.001375529	13.75	UTP6	0	10	12	8	72	48	0.581848891
0.000208821	0.001375529	13.75	ZBTB24	0	10	12	8	72	48	0.581848891
0.000213154	0.001397491	13.71142331	SZRD1	1	12	12	8	108	72	0.582753804
0.000213154	0.001397491	13.71142331	AC013394.2	1	12	12	8	108	72	0.582753804
0.000213154	0.001397491	13.71142331	BPNT1	1	12	12	8	108	72	0.582753804
0.000229375	0.001494497	13.57371795	NPM1	0	10	12	8	84	56	0.618721597
0.000229375	0.001494497	13.57371795	QSER1	0	10	12	8	84	56	0.618721597
0.000229375	0.001494497	13.57371795	CCDC43	0	10	12	8	84	56	0.618721597
0.000229375	0.001494497	13.57371795	POLR1A	0	10	12	8	84	56	0.618721597
0.000231592	0.001506607	13.55565731	RILPL2	3	15	12	8	120	80	0.618721597
0.000245048	0.00157419	13.44967808	NANS	1	12	12	8	144	96	0.643843894
0.000245048	0.00157419	13.44967808	C16orf70	1	12	12	8	144	96	0.643843894
0.000245733	0.00157419	13.44444444	C8orf44-SGK3	0	10	12	8	96	64	0.643843894
0.000245733	0.00157419	13.44444444	CNRIP1	0	10	12	8	96	64	0.643843894
0.000245733	0.00157419	13.44444444	MTFMT	0	10	12	8	96	64	0.643843894
0.000245733	0.00157419	13.44444444	ZC3HC1	0	10	12	8	96	64	0.643843894
0.000245733	0.00157419	13.44444444	EIF3L	0	10	12	8	96	64	0.643843894
0.000245733	0.00157419	13.44444444	ZUFSP	0	10	12	8	96	64	0.643843894
0.000245048	0.00157419	13.44967808	RPL38	1	12	12	8	144	96	0.643843894
0.000245733	0.00157419	13.44444444	PML	0	10	12	8	96	64	0.643843894
0.000249927	0.001593757	13.41269841	PAIP1	2	13	12	8	72	48	0.643843894
0.000249927	0.001593757	13.41269841	CMC1	2	13	12	8	72	48	0.643843894
0.000249927	0.001593757	13.41269841	PRKRA	2	13	12	8	72	48	0.643843894
0.000252877	0.001610122	13.39068826	ST3GAL2	1	12	12	8	156	104	0.643843894
0.000259031	0.00164432	13.34558824	ZNF251	0	10	12	8	108	72	0.649506273
0.000259031	0.00164432	13.34558824	MYO19	0	10	12	8	108	72	0.649506273
0.000270041	0.001711618	13.26754386	NAE1	0	10	12	8	120	80	0.672665852
0.000276649	0.001750861	13.22222222	TMEM192	6	19	12	8	168	112	0.686337585
0.000279919	0.001768888	13.20019908	ZMYM2	12	26	12	8	192	128	0.691635264
0.000291677	0.001840419	13.12309711	PUM2	28	43	12	8	384	256	0.717763399
0.000298889	0.001877454	13.07734205	TPGS2	0	9	12	8	36	24	0.730329671
0.000298889	0.001877454	13.07734205	NKRF	0	9	12	8	36	24	0.730329671
0.000298889	0.001877454	13.07734205	LINC00963	0	9	12	8	36	24	0.730329671
0.000307674	0.001929746	13.02308802	EMB	11	24	12	8	120	80	0.744882083
0.000343007	0.002144942	12.81960227	CHUK	1	11	12	8	60	40	0.825802521
0.000343007	0.002144942	12.81960227	NNT-AS1	1	11	12	8	60	40	0.825802521
0.000346058	0.002154393	12.8030303	FAM122C	2	13	12	8	108	72	0.825802521
0.000346058	0.002154393	12.8030303	GPBP1	2	13	12	8	108	72	0.825802521
0.000346058	0.002154393	12.8030303	NELFA	2	13	12	8	108	72	0.825802521
0.000356554	0.002216444	12.74714052	F11R	6	18	12	8	96	64	0.84224887
0.000380087	0.00235924	12.62762763	SOS2	7	20	12	8	216	144	0.894151847
0.000386639	0.002393892	12.5956834	TM2D1	17	31	12	8	240	160	0.904891041
0.000386811	0.002393892	12.59485095	VPS54	2	13	12	8	132	88	0.904891041
0.000401591	0.002449235	12.5247783	EPRS	0	9	12	8	48	32	0.920912499
0.000401591	0.002449235	12.5247783	MRPL3	0	9	12	8	48	32	0.920912499
0.000401591	0.002449235	12.5247783	NEDD8	0	9	12	8	48	32	0.920912499
0.000401591	0.002449235	12.5247783	SNF8	0	9	12	8	48	32	0.920912499
0.000399459	0.002449235	12.53472222	RP5-886K2.3	1	11	12	8	72	48	0.920912499
0.000399459	0.002449235	12.53472222	RP11-15H20.7	1	11	12	8	72	48	0.920912499
0.000399051	0.002449235	12.53663004	MCM4	0	7	12	8	12	8	0.920912499
0.000399459	0.002449235	12.53472222	NICN1	1	11	12	8	72	48	0.920912499
0.000399051	0.002449235	12.53663004	BLCAP	0	7	12	8	12	8	0.920912499
0.000399051	0.002449235	12.53663004	PTER	0	7	12	8	12	8	0.920912499
0.000402938	0.002453888	12.51851852	ARFGAP2	2	13	12	8	144	96	0.920912499
0.000432481	0.002629984	12.38636364	RP11-440L14.1	15	29	12	8	288	192	0.959944139
0.000450433	0.002735191	12.31043466	WDHD1	3	14	12	8	96	64	0.995609612
0.000461	0.002795313	12.26715686	KLHL24	5	17	12	8	156	104	1
0.000474043	0.002837494	12.21509972	C12orf75	0	9	12	8	60	40	1
0.000474043	0.002837494	12.21509972	HNRNPL	0	9	12	8	60	40	1
0.000474043	0.002837494	12.21509972	POLD3	0	9	12	8	60	40	1
0.000474043	0.002837494	12.21509972	PPIP5K1	0	9	12	8	60	40	1
0.000474043	0.002837494	12.21509972	ELOVL5	0	9	12	8	60	40	1
0.000474043	0.002837494	12.21509972	UBE2D3	0	9	12	8	60	40	1
0.000474043	0.002837494	12.21509972	CTA-211A9.5	0	9	12	8	60	40	1
0.000474043	0.002837494	12.21509972	ARSD	0	9	12	8	60	40	1
0.000474043	0.002837494	12.21509972	MILR1	0	9	12	8	60	40	1
0.000478935	0.002858621	12.19594595	ATG7	1	11	12	8	96	64	1
0.000478935	0.002858621	12.19594595	MDN1	1	11	12	8	96	64	1
0.000481316	0.002868756	12.18669251	STK38	5	17	12	8	168	112	1
0.000507731	0.003021903	12.08705357	COPE	1	11	12	8	108	72	1
0.000509587	0.00302865	12.08025228	ADPGK	4	15	12	8	84	56	1
0.000527069	0.003102392	12.01737292	REL	9	22	12	8	252	168	1
0.00052717	0.003102392	12.01701702	BPTF	0	9	12	8	72	48	1
0.00052717	0.003102392	12.01701702	CCM2	0	9	12	8	72	48	1
0.00052717	0.003102392	12.01701702	CDYL	0	9	12	8	72	48	1
0.00052717	0.003102392	12.01701702	GEMIN2	0	9	12	8	72	48	1
0.00052717	0.003102392	12.01701702	TTI1	0	9	12	8	72	48	1
0.00052717	0.003102392	12.01701702	TRMT2B	0	9	12	8	72	48	1
0.000531626	0.003115507	12.00132979	RNF138	1	11	12	8	120	80	1
0.000531626	0.003115507	12.00132979	UPF2	1	11	12	8	120	80	1
0.000531626	0.003115507	12.00132979	RP11-85K15.2	1	11	12	8	120	80	1
0.000551752	0.003211029	11.93209135	STAT3	1	11	12	8	132	88	1
0.000550318	0.003211029	11.93694091	TCF25	6	18	12	8	156	104	1
0.000551752	0.003211029	11.93209135	LSM14A	1	11	12	8	132	88	1
0.000551752	0.003211029	11.93209135	TNRC18	1	11	12	8	132	88	1
0.000550318	0.003211029	11.93694091	TFDP2	6	18	12	8	156	104	1
0.000567577	0.003266876	11.87941759	DNASE1	0	9	12	8	84	56	1
0.000567577	0.003266876	11.87941759	IGBP1	0	9	12	8	84	56	1
0.000567577	0.003266876	11.87941759	MGME1	0	9	12	8	84	56	1
0.000567577	0.003266876	11.87941759	TMEM189-UBE2V1	0	9	12	8	84	56	1
0.000567577	0.003266876	11.87941759	DNMBP	0	9	12	8	84	56	1
0.000567577	0.003266876	11.87941759	FKBP11	0	9	12	8	84	56	1
0.000567577	0.003266876	11.87941759	CYCS	0	9	12	8	84	56	1
0.000567577	0.003266876	11.87941759	ZNF431	0	9	12	8	84	56	1
0.000599262	0.003430428	11.77826833	AP1G1	0	9	12	8	96	64	1
0.000599262	0.003430428	11.77826833	UQCRH	0	9	12	8	96	64	1
0.000599262	0.003430428	11.77826833	LRIG2	0	9	12	8	96	64	1
0.000599262	0.003430428	11.77826833	RNFT2	0	9	12	8	96	64	1
0.000620438	0.003546807	11.71363602	ZNF146	3	14	12	8	168	112	1
0.000624739	0.003556859	11.70077973	FAM35A	0	9	12	8	108	72	1
0.000624739	0.003556859	11.70077973	REV1	0	9	12	8	108	72	1
0.000624739	0.003556859	11.70077973	PSMD4	0	9	12	8	108	72	1
0.000637426	0.003624171	11.6633756	FASTKD1	3	14	12	8	180	120	1
0.000682326	0.003874207	11.53678395	SND1	4	15	12	8	120	80	1
0.000691431	0.003920598	11.51214206	ACSL1	7	19	12	8	180	120	1
0.000699888	0.003963196	11.48954537	RANBP2	13	26	12	8	264	176	1
0.000707657	0.004001793	11.46902655	GNAQ	59	16	12	8	384	256	1
0.000725434	0.004091292	11.4229249	MIR24-2	1	10	12	8	48	32	1
0.000725434	0.004091292	11.4229249	NSUN3	1	10	12	8	48	32	1
0.00079028	0.004451029	11.26392225	KIAA0391	4	15	12	8	156	104	1
0.000803183	0.004517632	11.23386403	GPALPP1	2	12	12	8	108	72	1
0.00082889	0.004655985	11.17540126	CCT4	5	16	12	8	120	80	1
0.000830691	0.004659866	11.17137356	RPS3A	5	14	12	8	36	24	1
0.000857812	0.004780051	11.11177885	OGDH	0	8	12	8	36	24	1
0.000857812	0.004780051	11.11177885	ZNF418	0	8	12	8	36	24	1
0.000857812	0.004780051	11.11177885	ZNF701	0	8	12	8	36	24	1
0.000857812	0.004780051	11.11177885	ZNF765	0	8	12	8	36	24	1
0.000857812	0.004780051	11.11177885	RSL1D1	0	8	12	8	36	24	1
0.000877371	0.00488058	11.06996936	RNF145	1	10	12	8	60	40	1
0.000878179	0.00488058	11.06826364	POLB	6	17	12	8	108	72	1
0.000880103	0.004884806	11.06420481	EPC1	2	12	12	8	132	88	1
0.000893577	0.004953038	11.03603604	ZNRF1	16	29	12	8	360	240	1
